# ICI4 Andoya U3 launcer 83/340
# Time       Alt       Lat       Lon       Vel   Vel. El   Vel. Az
#  sec         m       deg       deg       m/s       deg       deg
185.20  282977.1  70.17356  15.06400    1305.1    58.185   339.066
185.30  283087.9  70.17411  15.06338    1304.4    58.164   339.066
185.40  283198.7  70.17466  15.06276    1303.6    58.144   339.066
185.50  283309.3  70.17521  15.06214    1302.8    58.124   339.066
185.60  283419.9  70.17577  15.06152    1302.1    58.103   339.066
185.70  283530.4  70.17632  15.06089    1301.3    58.083   339.065
185.80  283640.8  70.17686  15.06027    1300.5    58.062   339.065
185.90  283751.2  70.17742  15.05965    1299.8    58.042   339.065
186.00  283861.4  70.17797  15.05903    1299.0    58.021   339.065
186.10  283971.6  70.17852  15.05841    1298.2    58.001   339.064
186.20  284081.6  70.17907  15.05779    1297.5    57.980   339.064
186.30  284191.6  70.17963  15.05716    1296.7    57.960   339.064
186.40  284301.4  70.18018  15.05654    1295.9    57.939   339.064
186.50  284411.2  70.18073  15.05592    1295.2    57.918   339.064
186.60  284520.9  70.18128  15.05530    1294.4    57.898   339.063
186.70  284630.5  70.18183  15.05468    1293.7    57.877   339.063
186.80  284740.1  70.18238  15.05406    1292.9    57.856   339.063
186.90  284849.5  70.18293  15.05343    1292.1    57.835   339.063
187.00  284958.8  70.18349  15.05281    1291.4    57.815   339.062
187.10  285068.1  70.18404  15.05219    1290.6    57.794   339.062
187.20  285177.2  70.18459  15.05157    1289.8    57.773   339.062
187.30  285286.3  70.18513  15.05095    1289.1    57.752   339.062
187.40  285395.3  70.18569  15.05033    1288.3    57.731   339.062
187.50  285504.2  70.18624  15.04970    1287.6    57.710   339.061
187.60  285613.0  70.18679  15.04908    1286.8    57.690   339.061
187.70  285721.7  70.18734  15.04846    1286.0    57.669   339.061
187.80  285830.3  70.18790  15.04784    1285.3    57.648   339.061
187.90  285938.8  70.18845  15.04722    1284.5    57.627   339.060
188.00  286047.3  70.18900  15.04659    1283.8    57.606   339.060
188.10  286155.6  70.18954  15.04597    1283.0    57.585   339.060
188.20  286263.9  70.19009  15.04535    1282.2    57.564   339.060
188.30  286372.1  70.19065  15.04473    1281.5    57.542   339.060
188.40  286480.2  70.19120  15.04411    1280.7    57.521   339.059
188.50  286588.2  70.19175  15.04349    1280.0    57.500   339.059
188.60  286696.1  70.19230  15.04286    1279.2    57.479   339.059
188.70  286803.9  70.19286  15.04224    1278.4    57.458   339.059
188.80  286911.6  70.19341  15.04162    1277.7    57.437   339.058
188.90  287019.2  70.19395  15.04100    1276.9    57.415   339.058
189.00  287126.8  70.19450  15.04038    1276.2    57.394   339.058
189.10  287234.2  70.19505  15.03975    1275.4    57.373   339.058
189.20  287341.6  70.19561  15.03913    1274.7    57.352   339.058
189.30  287448.9  70.19616  15.03851    1273.9    57.330   339.057
189.40  287556.1  70.19671  15.03789    1273.1    57.309   339.057
189.50  287663.2  70.19726  15.03727    1272.4    57.287   339.057
189.60  287770.2  70.19781  15.03665    1271.6    57.266   339.057
189.70  287877.1  70.19836  15.03602    1270.9    57.245   339.057
189.80  287984.0  70.19891  15.03540    1270.1    57.223   339.056
189.90  288090.7  70.19946  15.03478    1269.4    57.202   339.056
190.00  288197.3  70.20001  15.03416    1268.6    57.180   339.056
190.10  288303.9  70.20056  15.03354    1267.8    57.159   339.056
190.20  288410.4  70.20112  15.03292    1267.1    57.137   339.055
190.30  288516.8  70.20167  15.03229    1266.3    57.115   339.055
190.40  288623.1  70.20222  15.03167    1265.6    57.094   339.055
190.50  288729.3  70.20277  15.03105    1264.8    57.072   339.055
190.60  288835.4  70.20332  15.03043    1264.1    57.051   339.055
190.70  288941.4  70.20387  15.02981    1263.3    57.029   339.054
190.80  289047.4  70.20442  15.02918    1262.6    57.007   339.054
190.90  289153.2  70.20497  15.02856    1261.8    56.985   339.054
191.00  289259.0  70.20552  15.02794    1261.1    56.964   339.054
191.10  289364.7  70.20607  15.02732    1260.3    56.942   339.054
191.20  289470.2  70.20662  15.02670    1259.5    56.920   339.053
191.30  289575.8  70.20718  15.02607    1258.8    56.898   339.053
191.40  289681.2  70.20773  15.02545    1258.0    56.876   339.053
191.50  289786.5  70.20827  15.02483    1257.3    56.854   339.053
191.60  289891.7  70.20882  15.02421    1256.5    56.833   339.052
191.70  289996.8  70.20937  15.02359    1255.8    56.811   339.052
191.80  290101.9  70.20992  15.02296    1255.0    56.789   339.052
191.90  290206.8  70.21047  15.02234    1254.3    56.767   339.052
192.00  290311.7  70.21103  15.02172    1253.5    56.745   339.052
192.10  290416.5  70.21158  15.02110    1252.8    56.723   339.051
192.20  290521.2  70.21213  15.02048    1252.0    56.700   339.051
192.30  290625.8  70.21268  15.01985    1251.3    56.678   339.051
192.40  290730.3  70.21323  15.01923    1250.5    56.656   339.051
192.50  290834.7  70.21378  15.01861    1249.8    56.634   339.051
192.60  290939.0  70.21432  15.01799    1249.0    56.612   339.050
192.70  291043.3  70.21488  15.01737    1248.3    56.590   339.050
192.80  291147.4  70.21543  15.01675    1247.5    56.567   339.050
192.90  291251.5  70.21598  15.01612    1246.8    56.545   339.050
193.00  291355.5  70.21653  15.01550    1246.0    56.523   339.050
193.10  291459.4  70.21708  15.01488    1245.3    56.501   339.049
193.20  291563.2  70.21763  15.01426    1244.5    56.478   339.049
193.30  291666.9  70.21818  15.01364    1243.8    56.456   339.049
193.40  291770.5  70.21873  15.01301    1243.0    56.433   339.049
193.50  291874.0  70.21928  15.01239    1242.3    56.411   339.049
193.60  291977.5  70.21983  15.01177    1241.5    56.389   339.048
193.70  292080.8  70.22038  15.01115    1240.8    56.366   339.048
193.80  292184.1  70.22093  15.01052    1240.0    56.344   339.048
193.90  292287.2  70.22148  15.00990    1239.3    56.321   339.048
194.00  292390.3  70.22203  15.00928    1238.5    56.299   339.048
194.10  292493.3  70.22258  15.00866    1237.8    56.276   339.047
194.20  292596.2  70.22313  15.00804    1237.0    56.253   339.047
194.30  292699.1  70.22368  15.00741    1236.3    56.231   339.047
194.40  292801.8  70.22423  15.00679    1235.5    56.208   339.047
194.50  292904.4  70.22478  15.00617    1234.8    56.185   339.047
194.60  293007.0  70.22533  15.00555    1234.1    56.163   339.046
194.70  293109.4  70.22588  15.00493    1233.3    56.140   339.046
194.80  293211.8  70.22643  15.00430    1232.6    56.117   339.046
194.90  293314.1  70.22698  15.00368    1231.8    56.094   339.046
195.00  293416.2  70.22753  15.00306    1231.1    56.072   339.046
195.10  293518.4  70.22808  15.00244    1230.3    56.049   339.045
195.20  293620.4  70.22863  15.00182    1229.6    56.026   339.045
195.30  293722.3  70.22918  15.00119    1228.8    56.003   339.045
195.40  293824.1  70.22973  15.00057    1228.1    55.980   339.045
195.50  293925.9  70.23028  14.99995    1227.3    55.957   339.045
195.60  294027.5  70.23083  14.99933    1226.6    55.934   339.044
195.70  294129.1  70.23138  14.99871    1225.9    55.911   339.044
195.80  294230.6  70.23193  14.99808    1225.1    55.888   339.044
195.90  294332.0  70.23248  14.99746    1224.4    55.865   339.044
196.00  294433.3  70.23303  14.99684    1223.6    55.842   339.044
196.10  294534.5  70.23358  14.99622    1222.9    55.819   339.043
196.20  294635.6  70.23413  14.99559    1222.1    55.796   339.043
196.30  294736.6  70.23468  14.99497    1221.4    55.772   339.043
196.40  294837.6  70.23523  14.99435    1220.7    55.749   339.043
196.50  294938.4  70.23578  14.99373    1219.9    55.726   339.043
196.60  295039.2  70.23633  14.99311    1219.2    55.703   339.043
196.70  295139.9  70.23688  14.99249    1218.4    55.679   339.042
196.80  295240.4  70.23743  14.99186    1217.7    55.656   339.042
196.90  295340.9  70.23798  14.99124    1217.0    55.633   339.042
197.00  295441.3  70.23853  14.99062    1216.2    55.609   339.042
197.10  295541.7  70.23907  14.99000    1215.5    55.586   339.042
197.20  295641.9  70.23962  14.98937    1214.7    55.563   339.041
197.30  295742.0  70.24017  14.98875    1214.0    55.539   339.041
197.40  295842.1  70.24072  14.98813    1213.3    55.516   339.041
197.50  295942.1  70.24127  14.98751    1212.5    55.492   339.041
197.60  296041.9  70.24182  14.98689    1211.8    55.469   339.041
197.70  296141.7  70.24237  14.98626    1211.0    55.445   339.040
197.80  296241.4  70.24292  14.98564    1210.3    55.421   339.040
197.90  296341.0  70.24347  14.98502    1209.6    55.398   339.040
198.00  296440.5  70.24402  14.98440    1208.8    55.374   339.040
198.10  296539.9  70.24457  14.98377    1208.1    55.350   339.040
198.20  296639.3  70.24512  14.98315    1207.3    55.327   339.040
198.30  296738.5  70.24567  14.98253    1206.6    55.303   339.039
198.40  296837.7  70.24622  14.98191    1205.9    55.279   339.039
198.50  296936.8  70.24677  14.98129    1205.1    55.255   339.039
198.60  297035.8  70.24731  14.98066    1204.4    55.232   339.039
198.70  297134.6  70.24786  14.98004    1203.7    55.208   339.039
198.80  297233.4  70.24841  14.97942    1202.9    55.184   339.038
198.90  297332.2  70.24896  14.97880    1202.2    55.160   339.038
199.00  297430.8  70.24951  14.97817    1201.4    55.136   339.038
199.10  297529.3  70.25006  14.97755    1200.7    55.112   339.038
199.20  297627.8  70.25061  14.97693    1200.0    55.088   339.038
199.30  297726.1  70.25116  14.97631    1199.2    55.064   339.038
199.40  297824.4  70.25171  14.97568    1198.5    55.040   339.037
199.50  297922.6  70.25226  14.97506    1197.8    55.016   339.037
199.60  298020.7  70.25281  14.97444    1197.0    54.992   339.037
199.70  298118.7  70.25336  14.97382    1196.3    54.968   339.037
199.80  298216.6  70.25391  14.97320    1195.6    54.943   339.037
199.90  298314.4  70.25446  14.97257    1194.8    54.919   339.036
200.00  298412.1  70.25500  14.97195    1194.1    54.895   339.036
200.10  298509.8  70.25555  14.97133    1193.4    54.871   339.036
200.20  298607.3  70.25610  14.97071    1192.6    54.846   339.036
200.30  298704.8  70.25665  14.97008    1191.9    54.822   339.036
200.40  298802.2  70.25720  14.96946    1191.2    54.798   339.036
200.50  298899.5  70.25775  14.96884    1190.4    54.773   339.035
200.60  298996.7  70.25830  14.96822    1189.7    54.749   339.035
200.70  299093.8  70.25885  14.96759    1189.0    54.724   339.035
200.80  299190.8  70.25940  14.96697    1188.2    54.700   339.035
200.90  299287.7  70.25995  14.96635    1187.5    54.675   339.035
201.00  299384.6  70.26050  14.96573    1186.8    54.651   339.034
201.10  299481.3  70.26105  14.96511    1186.0    54.626   339.034
201.20  299578.0  70.26160  14.96448    1185.3    54.602   339.034
201.30  299674.6  70.26215  14.96386    1184.6    54.577   339.034
201.40  299771.0  70.26270  14.96324    1183.9    54.553   339.034
201.50  299867.4  70.26324  14.96262    1183.1    54.528   339.034
201.60  299963.8  70.26379  14.96199    1182.4    54.503   339.033
201.70  300060.0  70.26434  14.96137    1181.7    54.478   339.033
201.80  300156.1  70.26489  14.96075    1180.9    54.454   339.033
201.90  300252.1  70.26544  14.96013    1180.2    54.429   339.033
202.00  300348.1  70.26598  14.95950    1179.5    54.404   339.033
202.10  300443.9  70.26653  14.95888    1178.7    54.379   339.033
202.20  300539.7  70.26708  14.95826    1178.0    54.354   339.032
202.30  300635.4  70.26763  14.95764    1177.3    54.329   339.032
202.40  300731.0  70.26818  14.95701    1176.6    54.304   339.032
202.50  300826.5  70.26873  14.95639    1175.8    54.279   339.032
202.60  300921.9  70.26928  14.95577    1175.1    54.254   339.032
202.70  301017.2  70.26983  14.95515    1174.4    54.229   339.032
202.80  301112.5  70.27038  14.95452    1173.7    54.204   339.031
202.90  301207.7  70.27093  14.95390    1172.9    54.179   339.031
203.00  301302.7  70.27148  14.95328    1172.2    54.154   339.031
203.10  301397.7  70.27203  14.95266    1171.5    54.129   339.031
203.20  301492.6  70.27258  14.95203    1170.7    54.104   339.031
203.30  301587.4  70.27312  14.95141    1170.0    54.078   339.031
203.40  301682.1  70.27367  14.95079    1169.3    54.053   339.030
203.50  301776.7  70.27422  14.95017    1168.6    54.028   339.030
203.60  301871.2  70.27477  14.94954    1167.8    54.003   339.030
203.70  301965.7  70.27531  14.94892    1167.1    53.977   339.030
203.80  302060.0  70.27586  14.94830    1166.4    53.952   339.030
203.90  302154.3  70.27641  14.94768    1165.7    53.926   339.030
204.00  302248.4  70.27696  14.94705    1164.9    53.901   339.029
204.10  302342.5  70.27751  14.94643    1164.2    53.875   339.029
204.20  302436.5  70.27806  14.94581    1163.5    53.850   339.029
204.30  302530.4  70.27860  14.94519    1162.8    53.824   339.029
204.40  302624.2  70.27915  14.94456    1162.1    53.799   339.029
204.50  302718.0  70.27970  14.94394    1161.3    53.773   339.029
204.60  302811.6  70.28025  14.94332    1160.6    53.748   339.028
204.70  302905.2  70.28080  14.94270    1159.9    53.722   339.028
204.80  302998.6  70.28135  14.94207    1159.2    53.696   339.028
204.90  303092.0  70.28190  14.94145    1158.4    53.671   339.028
205.00  303185.3  70.28245  14.94083    1157.7    53.645   339.028
205.10  303278.5  70.28300  14.94021    1157.0    53.619   339.028
205.20  303371.6  70.28354  14.93958    1156.3    53.593   339.027
205.30  303464.6  70.28409  14.93896    1155.6    53.567   339.027
205.40  303557.5  70.28464  14.93834    1154.8    53.541   339.027
205.50  303650.3  70.28519  14.93772    1154.1    53.515   339.027
205.60  303743.1  70.28574  14.93709    1153.4    53.490   339.027
205.70  303835.8  70.28629  14.93647    1152.7    53.464   339.027
205.80  303928.3  70.28683  14.93585    1152.0    53.438   339.026
